Volcano,Event,Magnitude,VEI,SampleID,SampleObservationID,IGSN,Location,Latitude,Longitude,Authors,DOI,TypeOfRegister,TypeOfAnalysis,AnalyzedMaterial,AnalyticalTechnique,TypeOfSection,SectionID,SubSectionID,SubSection_DistanceFromTop_cm,HistoricalAge,RadiocarbonAge,RadiocarbonAgeError,RadiocarbonLabCode,StratigraphicPosition,Ar40Ar39_Age,Ar40Ar39_Age_Error,DepositColor,DepositThickness_cm,GrainSize_min,GrainSize_max,SiO2,TiO2,Al2O3,FeO,Fe2O3,Fe2O3T,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,Cl,LOI,Total,SiO2_normalized,TiO2_normalized,Al2O3_normalized,FeOT_normalized,MnO_normalized,MgO_normalized,CaO_normalized,Na2O_normalized,K2O_normalized,P2O5_normalized,Cl_normalized,Total_normalization,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U,La_Yb,Zr_Nb,Sr87_Sr86,Sr87_Sr86_2SE,Nd143_Nd144,Nd143_Nd144_2SE,MeasurementRun,Comments,Flag,FlagDescription
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-1,PCC-1_21,,"Bariloche (BSI),  km 7.600",-41.13,-71.401777,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,71.278592,0.626472,14.428744,,,,3.947768,0.119328,0.556864,1.600984,4.02732,2.63516,,0.218768,,99.44,71.68,0.63,14.51,3.97,0.12,0.56,1.61,4.05,2.65,,0.22,99.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-1,PCC-1_22,,"Bariloche (BSI),  km 7.600",-41.13,-71.401777,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,71.19255,0.59742,14.407779,,,,3.763746,0.079656,0.587463,1.613034,4.311381,2.837745,,0.179226,,99.57,71.5,0.6,14.47,3.78,0.08,0.59,1.62,4.33,2.85,,0.18,99.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-1,PCC-1_3,,"Bariloche (BSI),  km 7.600",-41.13,-71.401777,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,71.174684,0.612808,14.252728,,,,3.765804,0.029652,0.4942,1.58144,3.933832,2.787288,,0.187796,,98.84,72.02440488,0.620124025,14.42288458,3.810762152,0.030006001,0.50010002,1.600320064,3.980796159,2.820564113,,0.190038008,98.820232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-1,PCC-1_4,,"Bariloche (BSI),  km 7.600",-41.13,-71.401777,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,72.701792,0.429656,14.008784,,,,3.707032,,0.359712,1.288968,4.126696,3.107512,,0.189848,,99.92,72.76,0.43,14.02,3.71,0.0,0.36,1.29,4.13,3.11,,0.19,99.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-1,PCC-1_5,,"Bariloche (BSI),  km 7.600",-41.13,-71.401777,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,70.898653,0.459049,13.859373,,,,3.564955,0.039068,0.380913,1.250176,4.053305,2.978935,,0.19534,,97.67,72.58274173,0.469953005,14.18858114,3.649635036,0.039996,0.389961004,1.279872013,4.149585041,3.04969503,,0.199980002,97.679767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-1,PCC-1_6,,"Bariloche (BSI),  km 7.600",-41.13,-71.401777,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,71.61552,0.51168,13.90392,,,,3.60144,0.06888,0.3444,1.3776,3.8868,2.94216,,0.1476,,98.4,72.78,0.52,14.13,3.66,0.07,0.35,1.4,3.95,2.99,,0.15,98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-1,PCC-1_8,,"Bariloche (BSI),  km 7.600",-41.13,-71.401777,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,71.785498,0.512824,13.836386,,,,3.55032,,0.404342,1.370818,3.964524,2.929014,,0.256412,,98.62,72.79727973,0.520052005,14.03140314,3.600360036,0.0,0.410041004,1.390139014,4.02040204,2.97029703,,0.260026003,98.610138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-1,PCC-1_9,,"Bariloche (BSI),  km 7.600",-41.13,-71.401777,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,72.167688,0.45036,14.101272,,,,3.572856,0.080064,0.360288,1.30104,4.773816,3.042432,,0.230184,,100.08,72.11,0.45,14.09,3.57,0.08,0.36,1.3,4.77,3.04,,0.23,100.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-01,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.4,173.0,66.2,419.0,10.6,3.9,831.0,37.5,73.6,10.0,48.5,8.37,1.8,12.5,1.95,9.77,2.26,8.54,0.919,7.37,1.4,9.97,0.573,42.6,10.1,2.82,5.088195387,39.52830189,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-02,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6,141.0,57.8,392.0,11.1,3.93,733.0,32.5,68.5,9.64,36.4,9.67,1.26,10.0,1.34,10.2,2.09,6.94,1.06,6.53,1.28,11.6,0.611,41.2,10.0,2.93,4.977029096,35.31531532,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-03,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,165.0,57.5,372.0,11.8,3.67,724.0,34.3,68.5,8.77,37.6,10.7,1.26,8.5,1.73,10.8,2.25,6.16,1.04,6.77,1.06,10.1,0.629,41.3,10.1,3.05,5.066469719,31.52542373,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-04,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3,143.0,60.0,401.0,10.8,4.08,803.0,34.1,72.0,9.06,40.6,9.52,1.68,11.0,1.35,10.8,2.05,6.93,0.977,6.3,1.27,10.7,0.696,45.1,10.2,3.12,5.412698413,37.12962963,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-05,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,170.0,59.5,391.0,11.1,3.71,799.0,35.1,72.7,10.2,44.8,10.1,1.76,9.18,1.59,9.47,2.59,9.12,1.09,7.55,1.23,9.7,0.802,44.3,10.9,3.02,4.649006623,35.22522523,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-06,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,169.0,61.2,387.0,11.5,3.85,757.0,34.4,70.6,9.57,38.0,10.7,1.49,9.53,1.53,10.6,2.2,5.99,0.913,6.77,1.07,9.65,0.563,41.3,10.1,2.93,5.081240768,33.65217391,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-07,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7,168.0,58.9,368.0,11.4,3.96,754.0,33.5,68.6,8.8,40.0,10.0,1.31,10.1,1.4,9.34,2.69,7.3,0.925,8.24,1.1,11.8,0.797,43.4,9.72,2.84,4.065533981,32.28070175,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-08,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,137.0,61.7,424.0,11.1,4.12,785.0,36.8,71.5,9.47,42.7,9.82,1.32,10.5,1.64,9.36,2.15,8.49,1.18,8.65,1.03,13.1,0.605,44.9,11.2,3.29,4.25433526,38.1981982,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-10,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.1,149.0,60.7,402.0,11.5,4.18,761.0,36.0,68.4,9.11,40.6,9.3,1.64,8.5,1.38,9.87,1.88,7.07,1.33,7.35,1.17,9.84,0.739,39.9,10.5,3.09,4.897959184,34.95652174,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-11,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,170.0,60.7,403.0,11.2,3.89,774.0,34.6,69.5,9.59,46.5,10.7,1.85,10.4,1.44,9.77,2.04,6.25,0.954,7.3,1.29,9.99,0.727,43.2,9.98,3.0,4.739726027,35.98214286,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-12,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.1,157.0,57.7,390.0,11.3,3.43,760.0,32.8,68.4,8.62,39.5,10.5,1.69,10.1,1.5,9.88,2.08,6.82,1.05,7.62,1.07,10.3,0.735,40.8,8.99,2.96,4.304461942,34.51327434,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-15,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,145.0,60.2,383.0,10.9,3.87,788.0,34.1,69.3,9.38,39.6,8.0,1.26,7.97,1.35,9.3,2.04,6.69,0.905,6.76,1.24,10.9,0.609,42.0,10.6,2.65,5.044378698,35.13761468,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-16,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,142.0,57.9,397.0,12.0,3.69,776.0,33.7,68.6,9.4,39.4,10.6,1.52,8.58,1.77,9.86,2.26,6.53,1.24,6.9,1.27,9.81,0.614,41.4,9.85,3.0,4.884057971,33.08333333,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-17,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6,136.0,58.0,380.0,10.7,3.94,756.0,33.1,68.9,9.13,37.3,9.14,1.7,8.45,1.51,7.3,2.05,6.12,1.1,6.8,0.938,11.0,0.618,42.1,8.61,3.13,4.867647059,35.51401869,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-18,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7,149.0,61.0,408.0,11.1,3.87,775.0,35.2,69.8,9.01,39.2,10.5,1.44,12.2,1.36,8.1,2.32,5.56,1.11,8.35,1.15,9.77,0.737,43.3,10.4,2.99,4.215568862,36.75675676,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-19,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.5,148.0,62.4,397.0,10.7,4.47,827.0,34.4,73.1,9.05,40.0,7.8,1.51,8.31,1.51,11.0,2.32,6.69,1.14,7.82,0.915,9.82,0.795,43.3,10.5,2.83,4.398976982,37.10280374,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-20,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9,143.0,59.1,389.0,11.7,4.03,791.0,34.2,71.8,9.6,42.0,7.66,1.69,9.17,1.65,10.3,2.03,7.56,1.02,7.69,1.25,10.3,0.615,47.2,10.8,3.31,4.4473342,33.24786325,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-21,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,152.0,64.3,412.0,12.4,4.67,835.0,37.1,74.5,9.53,36.7,8.82,1.67,11.3,1.85,9.42,2.33,7.64,1.09,8.2,0.998,11.2,0.697,47.1,10.8,2.77,4.524390244,33.22580645,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-23,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2,160.0,59.8,397.0,12.2,3.64,752.0,34.3,68.9,9.17,38.0,8.64,2.3,7.21,1.59,10.4,2.52,6.94,1.06,7.57,1.19,10.6,0.911,39.9,9.88,2.89,4.531043593,32.54098361,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-24,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4,170.0,62.2,385.0,11.3,4.02,814.0,34.4,71.9,9.48,43.8,8.88,1.92,9.72,1.63,10.3,2.2,7.26,1.31,6.99,1.03,9.74,0.782,41.0,10.2,3.19,4.921316166,34.07079646,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,13-19-6-26,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,LA-ICP-MS,Outcrop,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,172.0,61.9,385.0,11.4,4.38,856.0,34.9,66.2,10.0,41.8,8.98,1.5,9.33,1.64,10.5,2.18,7.32,1.06,6.77,1.07,9.73,0.805,46.5,9.44,2.84,5.155096012,33.77192982,,,,,AllowayMay2014,,,
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,PCC-10_1,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,71.797535,0.6009,14.46166,,,,3.56534,0.12018,0.44066,1.64246,4.376555,2.94441,,0.18027,,100.15,71.70434087,0.600120024,14.44288858,3.560712142,0.120024005,0.440088018,1.640328066,4.370874175,2.940588118,,0.180036007,100.12997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,PCC-10_10,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,71.823249,0.60078,14.548889,,,,3.594667,0.030039,0.560728,1.712223,4.235499,2.843692,,0.190247,,100.13,71.72282772,0.599940006,14.52854715,3.589641036,0.029997,0.559944006,1.709829017,4.229577042,2.839716028,,0.189981002,100.140013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,PCC-10_11,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,72.860685,0.451305,14.0406,,,,3.429918,0.040116,0.371073,1.313799,4.382673,3.139077,,0.250725,,100.29,72.65726573,0.450045005,14.00140014,3.420342034,0.040004,0.370037004,1.310131013,4.370437044,3.130313031,,0.250025003,100.279971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,PCC-10_12,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,72.969624,0.5031,14.257854,,,,3.602196,0.040248,0.412542,1.438866,4.215978,2.978352,,0.191178,,100.62,72.52725273,0.500050005,14.17141714,3.580358036,0.040004,0.410041004,1.430143014,4.190419042,2.96029603,,0.190019002,100.609938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,PCC-10_13,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,72.384018,0.572166,14.263998,,,,3.623718,0.080304,0.441672,1.45551,4.507062,2.840754,,0.220836,,100.38,72.10278972,0.569943006,14.20857914,3.609639036,0.079992001,0.439956004,1.449855014,4.489551045,2.829717028,,0.219978002,100.390038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,PCC-10_14,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,73.128937,0.448155,14.002354,,,,2.947864,0.089631,0.368483,1.284711,4.18278,3.007618,,0.129467,,99.59,73.43,0.45,14.06,2.96,0.09,0.37,1.29,4.2,3.02,,0.13,99.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,PCC-10_15,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,72.398956,0.513111,14.28662,,,,3.571655,0.130793,0.432623,1.468906,4.52745,3.068605,,0.20122,,100.61,71.96719672,0.510051005,14.20142014,3.550355036,0.130013001,0.430043004,1.460146015,4.500450045,3.050305031,,0.200020002,100.599939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,PCC-10_16,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,73.488776,0.443432,14.018498,,,,3.456754,0.141092,0.332574,1.289984,4.414164,3.013322,,0.20156,,100.78,72.90541892,0.439912018,13.90721856,3.429314137,0.139972006,0.329934013,1.279744051,4.379124175,2.98940212,,0.199960008,100.800156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
Puyehue-Cordón Caulle,PCC2011,5.0,,PCC-10,PCC-10_2,,Villa Traful,-40.595329,-71.38465,"Alloway et al., 2015",https://doi.org/10.1038/srep17589,Pyroclastic material,Micro Analytical,Glass shards,EMP,Outcrop,,,,2011.0,,,,,,,,,,,71.48424,0.63968,14.462765,,,,3.63818,0.049975,0.51974,1.669165,4.37781,2.93853,,0.17991,,99.95,71.51284872,0.639936006,14.46855314,3.639636036,0.049995,0.519948005,1.669833017,4.379562044,2.939706029,,0.179982002,99.959995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25th August, 2013",,Geochemistry_Issue,"The data is published normalized in the original publication. The original analytical total was not directly published by the authors, however they publish H2O ""by difference"". H2O is not analyzed by EMP, thus the original analytical total can be obtained as 100- reported H2O. This is the analytical total here reported."
